PublicKey,RootTaxonomy,ChildTaxonomy,questionText,questionType,difficulty,workflowStatus
STEAM_224,CBSE,STEAM,"In a food chain, what role does mushroom usually play?",SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_225,CBSE,STEAM,"In a food chain, what role does algae usually play?",SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_226,CBSE,STEAM,"In a food chain, what role does rabbit usually play?",SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_227,CBSE,STEAM,"In a food chain, what role does eagle usually play?",SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_228,CBSE,STEAM,"In a food chain, what role does earthworm usually play?",SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_229,CBSE,STEAM,Why do passengers jerk forward when a moving bus stops suddenly?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_230,CBSE,STEAM,Which colour of visible light has the longest wavelength?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_231,CBSE,STEAM,Which device converts electrical energy into sound energy?,SINGLE_SELECT,EASY,PRACTICE
STEAM_232,CBSE,STEAM,Which device converts chemical energy into electrical energy?,SINGLE_SELECT,EASY,PRACTICE
STEAM_233,CBSE,STEAM,Which quantity is measured in hertz?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_234,CBSE,STEAM,Why are tyres given grooves?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_235,CBSE,STEAM,Which lens is used to correct myopia?,SINGLE_SELECT,HARD,PRACTICE
STEAM_236,CBSE,STEAM,Which lens is used to correct hypermetropia?,SINGLE_SELECT,HARD,PRACTICE
STEAM_237,CBSE,STEAM,What is the angle of reflection if the angle of incidence is 35°?,SINGLE_SELECT,EASY,PRACTICE
STEAM_238,CBSE,STEAM,Which physical quantity equals force divided by area?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_239,CBSE,STEAM,What is the SI unit of work?,SINGLE_SELECT,EASY,PRACTICE
STEAM_240,CBSE,STEAM,What is the SI unit of power?,SINGLE_SELECT,EASY,PRACTICE
STEAM_241,CBSE,STEAM,What happens to the current in a circuit if resistance increases while voltage stays constant?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_242,CBSE,STEAM,Which electromagnetic radiation is used in TV remote controls?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_243,CBSE,STEAM,Which simple machine is a seesaw an example of?,SINGLE_SELECT,EASY,PRACTICE
STEAM_244,CBSE,STEAM,What is the acceleration of a body moving with constant velocity?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_245,CBSE,STEAM,Which object has the greatest inertia?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_246,CBSE,STEAM,What does a fuse protect an electrical circuit from?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_247,CBSE,STEAM,"In a series circuit, what is the same through all components?",SINGLE_SELECT,HARD,PRACTICE
STEAM_248,CBSE,STEAM,"In a parallel circuit, what is the same across each branch?",SINGLE_SELECT,HARD,PRACTICE
STEAM_249,CBSE,STEAM,Which gas turns lime water milky?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_250,CBSE,STEAM,What is formed when an acid reacts with a base?,SINGLE_SELECT,EASY,PRACTICE
STEAM_251,CBSE,STEAM,Which non-metal is liquid at room temperature?,SINGLE_SELECT,HARD,PRACTICE
STEAM_252,CBSE,STEAM,Which metal is liquid at room temperature?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_253,CBSE,STEAM,Which gas supports burning?,SINGLE_SELECT,EASY,PRACTICE
STEAM_254,CBSE,STEAM,Which gas is commonly used in balloons because it is light and non-flammable?,SINGLE_SELECT,EASY,PRACTICE
STEAM_255,CBSE,STEAM,Which acid is present in vinegar?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_256,CBSE,STEAM,Which acid is present in lemon juice?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_257,CBSE,STEAM,Which base is commonly called caustic soda?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_258,CBSE,STEAM,Which salt is used in baking soda?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_259,CBSE,STEAM,Rusting of iron needs oxygen and what else?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_260,CBSE,STEAM,Which separation method is best for separating iron filings from sand?,SINGLE_SELECT,EASY,PRACTICE
STEAM_261,CBSE,STEAM,Which technique separates components based on different boiling points?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_262,CBSE,STEAM,Which process is used to obtain salt from seawater?,SINGLE_SELECT,EASY,PRACTICE
STEAM_263,CBSE,STEAM,Which indicator is obtained from lichens?,SINGLE_SELECT,HARD,PRACTICE
STEAM_264,CBSE,STEAM,Which family of elements is generally very unreactive?,SINGLE_SELECT,HARD,PRACTICE
STEAM_265,CBSE,STEAM,Which subatomic particle is found outside the nucleus?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_266,CBSE,STEAM,Which subatomic particles are found in the nucleus?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_267,CBSE,STEAM,Which is a physical change?,SINGLE_SELECT,EASY,PRACTICE
STEAM_268,CBSE,STEAM,Which is a chemical change?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_269,CBSE,STEAM,A force of 5 N moves an object by 2 m in the direction of the force. How much work is done?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_270,CBSE,STEAM,A force of 10 N moves an object by 3 m in the direction of the force. How much work is done?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_271,CBSE,STEAM,A force of 20 N moves an object by 4 m in the direction of the force. How much work is done?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_272,CBSE,STEAM,A force of 25 N moves an object by 2 m in the direction of the force. How much work is done?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_273,CBSE,STEAM,A force of 50 N moves an object by 5 m in the direction of the force. How much work is done?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_274,CBSE,STEAM,A force of 15 N moves an object by 6 m in the direction of the force. How much work is done?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_275,CBSE,STEAM,A force of 40 N moves an object by 3 m in the direction of the force. How much work is done?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_276,CBSE,STEAM,A force of 60 N moves an object by 2 m in the direction of the force. How much work is done?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_277,CBSE,STEAM,A force of 75 N moves an object by 4 m in the direction of the force. How much work is done?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_278,CBSE,STEAM,100 J of work is done in 10 s. What is the power?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_279,CBSE,STEAM,200 J of work is done in 20 s. What is the power?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_280,CBSE,STEAM,300 J of work is done in 15 s. What is the power?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_281,CBSE,STEAM,400 J of work is done in 10 s. What is the power?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_282,CBSE,STEAM,500 J of work is done in 25 s. What is the power?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_283,CBSE,STEAM,600 J of work is done in 30 s. What is the power?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_284,CBSE,STEAM,750 J of work is done in 15 s. What is the power?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_285,CBSE,STEAM,900 J of work is done in 30 s. What is the power?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_286,CBSE,STEAM,1000 J of work is done in 50 s. What is the power?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_287,CBSE,STEAM,1200 J of work is done in 60 s. What is the power?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_288,CBSE,STEAM,A force of 10 N acts on an area of 2 m². What is the pressure?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_289,CBSE,STEAM,A force of 20 N acts on an area of 4 m². What is the pressure?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_290,CBSE,STEAM,A force of 50 N acts on an area of 5 m². What is the pressure?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_291,CBSE,STEAM,A force of 100 N acts on an area of 10 m². What is the pressure?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_292,CBSE,STEAM,A force of 75 N acts on an area of 3 m². What is the pressure?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_293,CBSE,STEAM,A force of 120 N acts on an area of 6 m². What is the pressure?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_294,CBSE,STEAM,A force of 200 N acts on an area of 20 m². What is the pressure?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_295,CBSE,STEAM,A force of 90 N acts on an area of 9 m². What is the pressure?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_296,CBSE,STEAM,A force of 160 N acts on an area of 8 m². What is the pressure?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_297,CBSE,STEAM,A force of 300 N acts on an area of 15 m². What is the pressure?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_298,CBSE,STEAM,Which vitamin deficiency causes night blindness?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_299,CBSE,STEAM,Which vitamin helps blood clotting?,SINGLE_SELECT,HARD,PRACTICE
STEAM_300,CBSE,STEAM,Which mineral is needed for haemoglobin formation?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_301,CBSE,STEAM,Which mineral is needed for strong bones and teeth?,SINGLE_SELECT,EASY,PRACTICE
STEAM_302,CBSE,STEAM,Which vaccine is given to protect against tuberculosis?,SINGLE_SELECT,HARD,PRACTICE
STEAM_303,CBSE,STEAM,Which vector spreads malaria?,SINGLE_SELECT,HARD,PRACTICE
STEAM_304,CBSE,STEAM,Which part of the plant embryo develops into the shoot?,SINGLE_SELECT,HARD,PRACTICE
STEAM_305,CBSE,STEAM,Which part of the plant embryo develops into the root?,SINGLE_SELECT,HARD,PRACTICE
STEAM_306,CBSE,STEAM,Which type of blood vessel carries blood away from the heart?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_307,CBSE,STEAM,Which type of blood vessel carries blood toward the heart?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_308,CBSE,STEAM,Which chamber of the heart pumps oxygenated blood to the body?,SINGLE_SELECT,HARD,PRACTICE
STEAM_309,CBSE,STEAM,Which chamber of the heart receives deoxygenated blood from the body?,SINGLE_SELECT,HARD,PRACTICE
STEAM_310,CBSE,STEAM,Which part of the digestive system absorbs excess water from undigested food?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_311,CBSE,STEAM,Which organelle contains chlorophyll?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_312,CBSE,STEAM,Which process releases energy from food in cells?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_313,CBSE,STEAM,Which plant process loses water vapour through stomata?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_314,CBSE,STEAM,Which gas do animals release during respiration?,SINGLE_SELECT,EASY,PRACTICE
STEAM_315,CBSE,STEAM,Which part of the nervous system is protected by the vertebral column?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_316,CBSE,STEAM,Which sense organ detects sound?,SINGLE_SELECT,EASY,PRACTICE
STEAM_317,CBSE,STEAM,Which receptors on the tongue help detect taste?,SINGLE_SELECT,EASY,PRACTICE
STEAM_318,CBSE,STEAM,5 g of salt is dissolved in 95 g of water. What is the mass percentage of salt?,SINGLE_SELECT,HARD,PRACTICE
STEAM_319,CBSE,STEAM,10 g of salt is dissolved in 90 g of water. What is the mass percentage of salt?,SINGLE_SELECT,HARD,PRACTICE
STEAM_320,CBSE,STEAM,20 g of salt is dissolved in 180 g of water. What is the mass percentage of salt?,SINGLE_SELECT,HARD,PRACTICE
STEAM_321,CBSE,STEAM,25 g of salt is dissolved in 75 g of water. What is the mass percentage of salt?,SINGLE_SELECT,HARD,PRACTICE
STEAM_322,CBSE,STEAM,30 g of salt is dissolved in 270 g of water. What is the mass percentage of salt?,SINGLE_SELECT,HARD,PRACTICE
STEAM_323,CBSE,STEAM,50 g of salt is dissolved in 450 g of water. What is the mass percentage of salt?,SINGLE_SELECT,HARD,PRACTICE
STEAM_324,CBSE,STEAM,100 g of salt is dissolved in 900 g of water. What is the mass percentage of salt?,SINGLE_SELECT,HARD,PRACTICE
STEAM_325,CBSE,STEAM,"In the five-kingdom classification, Amoeba belongs to which kingdom?",SINGLE_SELECT,HARD,PRACTICE
STEAM_326,CBSE,STEAM,"In the five-kingdom classification, mushroom belongs to which kingdom?",SINGLE_SELECT,HARD,PRACTICE
STEAM_327,CBSE,STEAM,"In the five-kingdom classification, blue-green bacteria belongs to which kingdom?",SINGLE_SELECT,HARD,PRACTICE
STEAM_328,CBSE,STEAM,"In the five-kingdom classification, mango tree belongs to which kingdom?",SINGLE_SELECT,HARD,PRACTICE
STEAM_329,CBSE,STEAM,"In the five-kingdom classification, human belongs to which kingdom?",SINGLE_SELECT,HARD,PRACTICE
STEAM_330,CBSE,STEAM,"In the five-kingdom classification, yeast belongs to which kingdom?",SINGLE_SELECT,HARD,PRACTICE
STEAM_331,CBSE,STEAM,"In the five-kingdom classification, Paramecium belongs to which kingdom?",SINGLE_SELECT,HARD,PRACTICE
STEAM_332,CBSE,STEAM,"In the five-kingdom classification, Rhizobium belongs to which kingdom?",SINGLE_SELECT,HARD,PRACTICE
STEAM_333,CBSE,STEAM,"In the five-kingdom classification, fern belongs to which kingdom?",SINGLE_SELECT,HARD,PRACTICE
STEAM_334,CBSE,STEAM,"In the five-kingdom classification, earthworm belongs to which kingdom?",SINGLE_SELECT,HARD,PRACTICE
STEAM_335,CBSE,STEAM,Why does a pressure cooker cook food faster?,SINGLE_SELECT,HARD,PRACTICE
STEAM_336,CBSE,STEAM,Why does a pencil partly dipped in water appear bent?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_337,CBSE,STEAM,Why do we see lightning before hearing thunder?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_338,CBSE,STEAM,Why are railway tracks laid with small gaps between sections?,SINGLE_SELECT,HARD,PRACTICE
STEAM_339,CBSE,STEAM,Why is sodium stored under kerosene?,SINGLE_SELECT,HARD,PRACTICE
STEAM_340,CBSE,STEAM,Why is carbon dioxide used in fire extinguishers?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_341,CBSE,STEAM,Why are gold and platinum called noble metals?,SINGLE_SELECT,HARD,PRACTICE
STEAM_342,CBSE,STEAM,Why does copper turn green in moist air over time?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_343,CBSE,STEAM,Why do villi in the small intestine have many blood capillaries?,SINGLE_SELECT,HARD,PRACTICE
STEAM_344,CBSE,STEAM,Why do desert plants have thick waxy cuticles?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_345,CBSE,STEAM,Why does the left ventricle have a thicker wall than the right ventricle?,SINGLE_SELECT,HARD,PRACTICE
STEAM_346,CBSE,STEAM,Why are decomposers important in an ecosystem?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_347,CBSE,STEAM,Which tiny openings on the leaf surface help in gas exchange?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_348,CBSE,STEAM,Which structure is mainly used for respiration in earthworm?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_349,CBSE,STEAM,What does the term ecosystem mean?,SINGLE_SELECT,EASY,PRACTICE
STEAM_350,CBSE,STEAM,Which definition best matches the term molecule?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_351,CBSE,STEAM,A trolley moves at 3 m/s for 2 s. What distance does it cover?,SINGLE_SELECT,EASY,PRACTICE
STEAM_352,CBSE,STEAM,A solid has mass 4 g and volume 5 cm³. What is its density?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_353,CBSE,STEAM,Which statement correctly describes a mixture of 4 g salt and 3 g sand?,SINGLE_SELECT,EASY,PRACTICE
STEAM_354,CBSE,STEAM,What happens to blue litmus paper when dipped in nitric acid?,SINGLE_SELECT,EASY,PRACTICE
STEAM_355,CBSE,STEAM,What happens to red litmus paper when dipped in ammonium hydroxide?,SINGLE_SELECT,EASY,PRACTICE
STEAM_356,CBSE,STEAM,Which tiny openings on the lower epidermis help in gas exchange?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_357,CBSE,STEAM,What does the term food chain mean?,SINGLE_SELECT,EASY,PRACTICE
STEAM_358,CBSE,STEAM,Which definition best matches the term atom?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_359,CBSE,STEAM,A trolley moves at 10 m/s for 4 s. What distance does it cover?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_360,CBSE,STEAM,A solid has mass 20 g and volume 10 cm³. What is its density?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_361,CBSE,STEAM,Which statement correctly describes a mixture of 3 g salt and 2 g sand?,SINGLE_SELECT,EASY,PRACTICE
STEAM_362,CBSE,STEAM,What happens to red litmus paper when dipped in magnesium hydroxide?,SINGLE_SELECT,EASY,PRACTICE
STEAM_363,CBSE,STEAM,Which structure is mainly used for respiration in frog?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_364,CBSE,STEAM,A trolley moves at 5 m/s for 3 s. What distance does it cover?,SINGLE_SELECT,EASY,PRACTICE
STEAM_365,CBSE,STEAM,A solid has mass 10 g and volume 2 cm³. What is its density?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_366,CBSE,STEAM,Which statement correctly describes a mixture of 2 g salt and 1 g sand?,SINGLE_SELECT,EASY,PRACTICE
STEAM_367,CBSE,STEAM,What happens to blue litmus paper when dipped in hydrochloric acid?,SINGLE_SELECT,EASY,PRACTICE
STEAM_368,CBSE,STEAM,What happens to red litmus paper when dipped in calcium hydroxide?,SINGLE_SELECT,EASY,PRACTICE
STEAM_369,CBSE,STEAM,Which tiny openings on the upper epidermis help in gas exchange?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_370,CBSE,STEAM,Which structure is mainly used for respiration in human?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_371,CBSE,STEAM,What does the term biodiversity mean?,SINGLE_SELECT,EASY,PRACTICE
STEAM_372,CBSE,STEAM,Which definition best matches the term compound?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_373,CBSE,STEAM,A solid has mass 12 g and volume 10 cm³. What is its density?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_374,CBSE,STEAM,Which statement correctly describes a mixture of 3 g salt and 5 g sand?,SINGLE_SELECT,EASY,PRACTICE
STEAM_375,CBSE,STEAM,What happens to blue litmus paper when dipped in acetic acid?,SINGLE_SELECT,EASY,PRACTICE
STEAM_376,CBSE,STEAM,Which tiny openings on the green leaf help in gas exchange?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_377,CBSE,STEAM,Which structure is mainly used for respiration in cockroach?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_378,CBSE,STEAM,What does the term habitat mean?,SINGLE_SELECT,EASY,PRACTICE
STEAM_379,CBSE,STEAM,A trolley moves at 3 m/s for 4 s. What distance does it cover?,SINGLE_SELECT,EASY,PRACTICE
STEAM_380,CBSE,STEAM,A solid has mass 15 g and volume 4 cm³. What is its density?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_381,CBSE,STEAM,What happens to blue litmus paper when dipped in sulfuric acid?,SINGLE_SELECT,EASY,PRACTICE
STEAM_382,CBSE,STEAM,Which definition best matches the term element?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_383,CBSE,STEAM,A trolley moves at 4 m/s for 5 s. What distance does it cover?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_384,CBSE,STEAM,A solid has mass 4 g and volume 10 cm³. What is its density?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_385,CBSE,STEAM,"In a laboratory, a spring balance reads 11 N for a hanging object. Which physical quantity is being measured?",SINGLE_SELECT,EASY,PRACTICE
STEAM_386,CBSE,STEAM,A battery supplies 4 V to a simple circuit. Which quantity does 4 V represent?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_387,CBSE,STEAM,A sample contains 23 protons in each atom. What does this number represent?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_388,CBSE,STEAM,"During an experiment, 5 g of a substance dissolves completely in water. What is formed?",SINGLE_SELECT,EASY,PRACTICE
STEAM_389,CBSE,STEAM,A plant kept in sunlight for 8 hours is tested for starch. Which process produced the starch?,SINGLE_SELECT,EASY,PRACTICE
STEAM_390,CBSE,STEAM,A microscope view shows 10 similar cells working together. What biological level of organisation is this most likely to represent?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_391,CBSE,STEAM,"In a laboratory, a spring balance reads 17 N for a hanging object. Which physical quantity is being measured?",SINGLE_SELECT,EASY,PRACTICE
STEAM_392,CBSE,STEAM,A battery supplies 10 V to a simple circuit. Which quantity does 10 V represent?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_393,CBSE,STEAM,A sample contains 29 protons in each atom. What does this number represent?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_394,CBSE,STEAM,"During an experiment, 11 g of a substance dissolves completely in water. What is formed?",SINGLE_SELECT,EASY,PRACTICE
STEAM_395,CBSE,STEAM,A plant kept in sunlight for 14 hours is tested for starch. Which process produced the starch?,SINGLE_SELECT,EASY,PRACTICE
STEAM_396,CBSE,STEAM,A microscope view shows 16 similar cells working together. What biological level of organisation is this most likely to represent?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_397,CBSE,STEAM,"In a laboratory, a spring balance reads 23 N for a hanging object. Which physical quantity is being measured?",SINGLE_SELECT,EASY,PRACTICE
STEAM_398,CBSE,STEAM,A battery supplies 16 V to a simple circuit. Which quantity does 16 V represent?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_399,CBSE,STEAM,A sample contains 35 protons in each atom. What does this number represent?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_400,CBSE,STEAM,"During an experiment, 17 g of a substance dissolves completely in water. What is formed?",SINGLE_SELECT,EASY,PRACTICE
